cshapes_cntry_name,year,sum
Honduras,1983,1
Honduras,1984,1
Honduras,1985,1
Honduras,1986,1
Honduras,1987,1
Honduras,1988,1
Honduras,1989,1
Honduras,1990,1
Honduras,1991,1
Honduras,1992,1
Honduras,1993,2
Honduras,1994,2
Honduras,1995,2
Honduras,1996,2
Honduras,1997,2
Honduras,1998,2
Honduras,1999,2
Honduras,2000,2
Honduras,2001,2
Honduras,2002,2
Honduras,2003,2
Honduras,2004,2
Honduras,2005,2
Honduras,2006,2
Honduras,2007,2
Honduras,2008,2
Honduras,2009,2
Honduras,2010,2
Honduras,2011,2
Honduras,2012,2
Honduras,2013,2
Hungary,1970,2
Hungary,1971,3
Hungary,1972,5
Hungary,1973,6
Hungary,1974,6
Hungary,1975,7
Hungary,1976,8
Hungary,1977,9
Hungary,1978,10
Hungary,1979,13
Hungary,1980,14
Hungary,1981,15
Hungary,1982,17
Hungary,1983,18
Hungary,1984,18
Hungary,1985,18
Hungary,1986,18
Hungary,1987,18
Hungary,1988,20
Hungary,1989,21
Hungary,1990,22
Hungary,1991,22
Hungary,1992,22
Hungary,1993,23
Hungary,1994,23
Hungary,1995,24
Hungary,1996,25
Hungary,1997,27
Hungary,1998,28
Hungary,1999,28
Hungary,2000,28
Hungary,2001,28
Hungary,2002,28
Hungary,2003,29
Hungary,2004,29
Hungary,2005,30
Hungary,2006,30
Hungary,2007,31
Hungary,2008,31
Hungary,2009,31
Hungary,2010,31
Hungary,2011,31
Hungary,2012,31
Hungary,2013,32
Iceland,1976,1
Iceland,1977,1
Iceland,1978,1
Iceland,1979,1
Iceland,1980,1
Iceland,1981,1
Iceland,1982,1
Iceland,1983,2
Iceland,1984,3
Iceland,1985,3
Iceland,1986,4
Iceland,1987,4
Iceland,1988,5
Iceland,1989,5
Iceland,1990,5
Iceland,1991,5
Iceland,1992,5
Iceland,1993,5
Iceland,1994,5
Iceland,1995,5
Iceland,1996,5
Iceland,1997,5
Iceland,1998,5
Iceland,1999,5
Iceland,2000,5
Iceland,2001,5
Iceland,2002,5
Iceland,2003,5
Iceland,2004,5
Iceland,2005,5
Iceland,2006,5
Iceland,2007,5
Iceland,2008,5
Iceland,2009,5
Iceland,2010,6
Iceland,2011,6
Iceland,2012,6
Iceland,2013,6
India,1967,1
India,1968,1
India,1969,1
India,1970,2
India,1971,3
India,1972,3
India,1973,4
India,1974,5
India,1975,6
India,1976,7
India,1977,9
India,1978,10
India,1979,12
India,1980,13
India,1981,15
India,1982,16
India,1983,17
India,1984,18
India,1985,19
India,1986,21
India,1987,22
India,1988,23
India,1989,25
India,1990,26
India,1991,27
India,1992,27
India,1993,27
India,1994,28
India,1995,29
India,1996,30
India,1997,30
India,1998,30
India,1999,30
India,2000,31
India,2001,33
India,2002,35
India,2003,35
India,2004,37
India,2005,39
India,2006,40
India,2007,42
India,2008,42
India,2009,44
India,2010,45
India,2011,46
India,2012,46
India,2013,47
Indonesia,1970,2
Indonesia,1971,3
Indonesia,1972,5
Indonesia,1973,6
Indonesia,1974,8
Indonesia,1975,9
Indonesia,1976,12
Indonesia,1977,14
Indonesia,1978,15
Indonesia,1979,17
Indonesia,1980,19
Indonesia,1981,20
Indonesia,1982,21
Indonesia,1983,22
Indonesia,1984,23
Indonesia,1985,23
Indonesia,1986,23
Indonesia,1987,24
Indonesia,1988,25
Indonesia,1989,25
Indonesia,1990,26
Indonesia,1991,27
Indonesia,1992,27
Indonesia,1993,28
Indonesia,1994,28
Indonesia,1995,28
Indonesia,1996,28
Indonesia,1997,28
Indonesia,1998,28
Indonesia,1999,28
Indonesia,2000,28
Indonesia,2001,30
Indonesia,2002,31
Indonesia,2003,31
Indonesia,2004,31
Indonesia,2005,32
Indonesia,2006,34
Indonesia,2007,35
Indonesia,2008,35
Indonesia,2009,35
Indonesia,2010,35
Indonesia,2011,35
Indonesia,2012,35
Indonesia,2013,35
Iran,1967,1
Iran,1968,1
Iran,1969,1
Iran,1970,1
Iran,1971,1
Iran,1972,1
Iran,1973,1
Iran,1974,2
Iran,1975,2
Iran,1976,2
Iran,1977,2
Iran,1978,3
Iran,1979,3
Iran,1980,3
Iran,1981,3
Iran,1982,3
Iran,1983,3
Iran,1984,3
Iran,1985,3
Iran,1986,3
Iran,1987,3
Iran,1988,3
Iran,1989,4
Iran,1990,5
Iran,1991,5
Iran,1992,6
Iran,1993,6
Iran,1994,6
Iran,1995,6
Iran,1996,6
Iran,1997,6
Iran,1998,6
Iran,1999,6
Iran,2000,6
Iran,2001,6
Iran,2002,6
Iran,2003,6
Iran,2004,6
Iran,2005,6
Iran,2006,7
Iran,2007,7
Iran,2008,8
Iran,2009,8
Iran,2010,9
Iran,2011,9
Iran,2012,10
Iran,2013,11
Iraq,1990,2
Iraq,1991,2
Iraq,1992,2
Iraq,1993,2
Iraq,1994,2
Iraq,1995,2
Iraq,1996,2
Iraq,1997,2
Iraq,1998,2
Iraq,1999,2
Iraq,2000,2
Iraq,2001,2
Iraq,2002,2
Iraq,2003,2
Iraq,2004,2
Iraq,2005,2
Iraq,2006,2
Iraq,2007,2
Iraq,2008,2
Iraq,2009,3
Iraq,2010,3
Iraq,2011,4
Iraq,2012,5
Iraq,2013,5
Ireland,1968,1
Ireland,1969,1
Ireland,1970,1
Ireland,1971,1
Ireland,1972,1
Ireland,1973,1
Ireland,1974,1
Ireland,1975,1
Ireland,1976,1
Ireland,1977,1
Ireland,1978,2
Ireland,1979,4
Ireland,1980,5
Ireland,1981,6
Ireland,1982,6
Ireland,1983,7
Ireland,1984,8
Ireland,1985,9
Ireland,1986,9
Ireland,1987,9
Ireland,1988,9
Ireland,1989,9
Ireland,1990,9
Ireland,1991,9
Ireland,1992,9
Ireland,1993,9
Ireland,1994,10
Ireland,1995,10
Ireland,1996,10
Ireland,1997,10
Ireland,1998,10
Ireland,1999,10
Ireland,2000,11
Ireland,2001,12
Ireland,2002,12
Ireland,2003,13
Ireland,2004,14
Ireland,2005,14
Ireland,2006,14
Ireland,2007,14
Ireland,2008,14
Ireland,2009,15
Ireland,2010,16
Ireland,2011,17
Ireland,2012,17
Ireland,2013,18
Israel,1968,1
Israel,1969,2
Israel,1970,3
Israel,1971,4
Israel,1972,4
Israel,1973,4
Israel,1974,5
Israel,1975,5
Israel,1976,5
Israel,1977,7
Israel,1978,8
Israel,1979,9
Israel,1980,11
Israel,1981,13
Israel,1982,15
Israel,1983,16
Israel,1984,19
Israel,1985,22
Israel,1986,23
Israel,1987,24
Israel,1988,25
Israel,1989,26
Israel,1990,28
Israel,1991,28
Israel,1992,29
Israel,1993,29
Israel,1994,31
Israel,1995,33
Israel,1996,33
Israel,1997,33
Israel,1998,34
Israel,1999,34
Israel,2000,35
Israel,2001,38
Israel,2002,40
Israel,2003,41
Israel,2004,42
Israel,2005,44
Israel,2006,45
Israel,2007,46
Israel,2008,48
Israel,2009,49
Israel,2010,51
Israel,2011,53
Israel,2012,53
Israel,2013,54
Italy,1979,1
Italy,1980,1
Italy,1981,1
Italy,1982,1
Italy,1983,1
Italy,1984,1
Italy,1985,1
Italy,1986,1
Italy,1987,1
Italy,1988,1
Italy,1989,1
Italy,1990,1
Italy,1991,1
Italy,1992,1
Italy,1993,1
Italy,1994,1
Italy,1995,1
Italy,1996,1
Italy,1997,1
Italy,1998,1
Italy,1999,1
Italy,2000,1
Italy,2001,2
Italy,2002,2
Italy,2003,2
Italy,2004,2
Italy,2005,2
Italy,2006,2
Italy,2007,2
Italy,2008,3
Italy,2009,3
Italy,2010,3
Italy,2011,3
Italy,2012,3
Italy,2013,3
Jamaica,1983,1
Jamaica,1984,2
Jamaica,1985,4
Jamaica,1986,5
Jamaica,1987,5
Jamaica,1988,5
Jamaica,1989,6
Jamaica,1990,6
Jamaica,1991,7
Jamaica,1992,7
Jamaica,1993,7
Jamaica,1994,7
Jamaica,1995,7
Jamaica,1996,7
Jamaica,1997,7
Jamaica,1998,7
Jamaica,1999,7
Jamaica,2000,7
Jamaica,2001,7
Jamaica,2002,7
Jamaica,2003,7
Jamaica,2004,7
Jamaica,2005,7
Jamaica,2006,7
Jamaica,2007,8
Jamaica,2008,8
Jamaica,2009,9
Jamaica,2010,9
Jamaica,2011,9
Jamaica,2012,9
Jamaica,2013,9
Japan,1966,1
Japan,1967,4
Japan,1968,5
Japan,1969,7
Japan,1970,8
Japan,1971,10
Japan,1972,11
Japan,1973,12
Japan,1974,12
Japan,1975,13
Japan,1976,14
Japan,1977,14
Japan,1978,16
Japan,1979,17
Japan,1980,19
Japan,1981,19
Japan,1982,20
Japan,1983,20
Japan,1984,21
Japan,1985,22
Japan,1986,22
Japan,1987,23
Japan,1988,23
Japan,1989,24
Japan,1990,24
Japan,1991,25
Japan,1992,27
Japan,1993,27
Japan,1994,28
Japan,1995,28
Japan,1996,28
Japan,1997,28
Japan,1998,28
Japan,1999,28
Japan,2000,28
Japan,2001,28
Japan,2002,29
Japan,2003,30
Japan,2004,32
Japan,2005,34
Japan,2006,34
Japan,2007,34
Japan,2008,34
Japan,2009,35
Japan,2010,35
Japan,2011,35
Japan,2012,35
Japan,2013,36
Jordan,1995,1
Jordan,1996,1
Jordan,1997,1
Jordan,1998,1
Jordan,1999,1
Jordan,2000,1
Jordan,2001,1
Jordan,2002,1
Jordan,2003,1
Jordan,2004,1
Jordan,2005,1
Jordan,2006,1
Jordan,2007,1
Jordan,2008,2
Jordan,2009,3
Jordan,2010,3
Jordan,2011,4
Jordan,2012,4
Jordan,2013,4
Kazakhstan,2005,1
Kazakhstan,2006,1
Kazakhstan,2007,1
Kazakhstan,2008,2
Kazakhstan,2009,2
Kazakhstan,2010,2
Kazakhstan,2011,2
Kazakhstan,2012,2
Kazakhstan,2013,2
Kenya,1975,1
Kenya,1976,1
Kenya,1977,1
Kenya,1978,1
Kenya,1979,1
Kenya,1980,1
Kenya,1981,1
Kenya,1982,2
Kenya,1983,2
Kenya,1984,2
Kenya,1985,2
Kenya,1986,2
Kenya,1987,2
Kenya,1988,2
Kenya,1989,3
Kenya,1990,4
Kenya,1991,4
Kenya,1992,5
Kenya,1993,6
Kenya,1994,6
Kenya,1995,6
Kenya,1996,8
Kenya,1997,8
Kenya,1998,8
Kenya,1999,8
Kenya,2000,8
Kenya,2001,8
Kenya,2002,8
Kenya,2003,8
Kenya,2004,8
Kenya,2005,9
Kenya,2006,9
Kenya,2007,10
Kenya,2008,10
Kenya,2009,10
Kenya,2010,11
Kenya,2011,11
Kenya,2012,11
Kenya,2013,11
Kuwait,2005,1
Kuwait,2006,1
Kuwait,2007,1
Kuwait,2008,1
Kuwait,2009,1
Kuwait,2010,1
Kuwait,2011,1
Kuwait,2012,2
Kuwait,2013,3
Kyrgyzstan,2006,1
Kyrgyzstan,2007,1
Kyrgyzstan,2008,1
Kyrgyzstan,2009,1
Kyrgyzstan,2010,2
Kyrgyzstan,2011,2
Kyrgyzstan,2012,2
Kyrgyzstan,2013,2
Laos,2001,1
Laos,2002,2
Laos,2003,2
Laos,2004,2
Laos,2005,2
Laos,2006,2
Laos,2007,2
Laos,2008,2
Laos,2009,2
Laos,2010,2
Laos,2011,2
Laos,2012,2
Laos,2013,2
Latvia,1996,2
Latvia,1997,2
Latvia,1998,2
Latvia,1999,2
Latvia,2000,2
Latvia,2001,2
Latvia,2002,2
Latvia,2003,2
Latvia,2004,2
Latvia,2005,2
Latvia,2006,2
Latvia,2007,2
Latvia,2008,2
Latvia,2009,2
Latvia,2010,2
Latvia,2011,2
Latvia,2012,2
Latvia,2013,3
Lebanon,2011,1
Lebanon,2012,1
Lebanon,2013,1
Liberia,1967,1
Liberia,1968,1
Liberia,1969,1
Liberia,1970,1
Liberia,1971,1
Liberia,1972,1
Liberia,1973,1
Liberia,1974,1
Liberia,1975,1
Liberia,1976,1
Liberia,1977,1
Liberia,1978,1
Liberia,1979,2
Liberia,1980,2
Liberia,1981,2
Liberia,1982,2
Liberia,1983,2
Liberia,1984,2
Liberia,1985,2
Liberia,1986,2
Liberia,1987,2
Liberia,1988,2
Liberia,1989,2
Liberia,1990,2
Liberia,1991,2
Liberia,1992,2
Liberia,1993,2
Liberia,1994,2
Liberia,1995,2
Liberia,1996,2
Liberia,1997,2
Liberia,1998,2
Liberia,1999,2
Liberia,2000,2
Liberia,2001,2
Liberia,2002,2
Liberia,2003,2
Liberia,2004,2
Liberia,2005,2
Liberia,2006,2
Liberia,2007,2
Liberia,2008,2
Liberia,2009,2
Liberia,2010,2
Liberia,2011,2
Liberia,2012,2
Liberia,2013,2
Libya,2005,1
Libya,2006,2
Libya,2007,2
Libya,2008,2
Libya,2009,2
Libya,2010,2
Libya,2011,2
Libya,2012,2
Libya,2013,2
Lithuania,1995,1
Lithuania,1996,2
Lithuania,1997,2
Lithuania,1998,2
Lithuania,1999,2
Lithuania,2000,2
Lithuania,2001,3
Lithuania,2002,4
Lithuania,2003,5
Lithuania,2004,5
Lithuania,2005,5
Lithuania,2006,5
Lithuania,2007,5
Lithuania,2008,5
Lithuania,2009,6
Lithuania,2010,6
Lithuania,2011,6
Lithuania,2012,6
Lithuania,2013,6
Luxembourg,1987,1
Luxembourg,1988,2
Luxembourg,1989,3
Luxembourg,1990,4
Luxembourg,1991,4
Luxembourg,1992,4
Luxembourg,1993,4
Luxembourg,1994,4
Luxembourg,1995,4
Luxembourg,1996,4
Luxembourg,1997,4
Luxembourg,1998,4
Luxembourg,1999,4
Luxembourg,2000,4
Luxembourg,2001,4
Luxembourg,2002,4
Luxembourg,2003,4
Luxembourg,2004,4
Luxembourg,2005,4
Luxembourg,2006,4
Luxembourg,2007,4
Luxembourg,2008,4
Luxembourg,2009,4
Luxembourg,2010,4
Luxembourg,2011,4
Luxembourg,2012,4
Luxembourg,2013,4
Macedonia,1996,1
Macedonia,1997,1
Macedonia,1998,1
Macedonia,1999,1
Macedonia,2000,1
Macedonia,2001,1
Macedonia,2002,1
Macedonia,2003,1
Macedonia,2004,1
Macedonia,2005,2
Macedonia,2006,2
Macedonia,2007,2
Macedonia,2008,3
Macedonia,2009,3
Macedonia,2010,3
Macedonia,2011,3
Macedonia,2012,3
Macedonia,2013,3
Madagascar,2002,1
Madagascar,2003,1
Madagascar,2004,1
Madagascar,2005,1
Madagascar,2006,1
Madagascar,2007,1
Madagascar,2008,1
Madagascar,2009,1
Madagascar,2010,1
Madagascar,2011,1
Madagascar,2012,1
Madagascar,2013,1
Malawi,1982,1
Malawi,1983,1
Malawi,1984,2
Malawi,1985,2
Malawi,1986,2
Malawi,1987,2
Malawi,1988,2
Malawi,1989,2
Malawi,1990,2
Malawi,1991,2
Malawi,1992,2
Malawi,1993,2
Malawi,1994,2
Malawi,1995,2
Malawi,1996,2
Malawi,1997,3
Malawi,1998,3
Malawi,1999,3
Malawi,2000,3
Malawi,2001,3
Malawi,2002,3
Malawi,2003,3
Malawi,2004,3
Malawi,2005,3
Malawi,2006,3
Malawi,2007,3
Malawi,2008,3
Malawi,2009,3
Malawi,2010,3
Malawi,2011,3
Malawi,2012,3
Malawi,2013,3
Malaysia,1974,1
Malaysia,1975,1
Malaysia,1976,1
Malaysia,1977,2
Malaysia,1978,2
Malaysia,1979,2
Malaysia,1980,2
Malaysia,1981,3
Malaysia,1982,3
Malaysia,1983,3
Malaysia,1984,3
Malaysia,1985,3
Malaysia,1986,4
Malaysia,1987,4
Malaysia,1988,4
Malaysia,1989,4
Malaysia,1990,4
Malaysia,1991,5
Malaysia,1992,6
Malaysia,1993,7
Malaysia,1994,8
Malaysia,1995,10
Malaysia,1996,11
Malaysia,1997,12
Malaysia,1998,12
Malaysia,1999,12
Malaysia,2000,12
Malaysia,2001,13
Malaysia,2002,14
Malaysia,2003,14
Malaysia,2004,15
Malaysia,2005,16
Malaysia,2006,16
Malaysia,2007,18
Malaysia,2008,18
Malaysia,2009,18
Malaysia,2010,18
Malaysia,2011,18
Malaysia,2012,18
Malaysia,2013,18
Malta,2007,1
Malta,2008,1
Malta,2009,1
Malta,2010,1
Malta,2011,1
Malta,2012,1
Malta,2013,1
Mauritius,2010,1
Mauritius,2011,1
Mauritius,2012,2
Mauritius,2013,2
Mexico,1968,1
Mexico,1969,2
Mexico,1970,3
Mexico,1971,3
Mexico,1972,3
Mexico,1973,3
Mexico,1974,3
Mexico,1975,4
Mexico,1976,5
Mexico,1977,6
Mexico,1978,6
Mexico,1979,6
Mexico,1980,7
Mexico,1981,8
Mexico,1982,9
Mexico,1983,10
Mexico,1984,11
Mexico,1985,12
Mexico,1986,13
Mexico,1987,14
Mexico,1988,14
Mexico,1989,14
Mexico,1990,15
Mexico,1991,16
Mexico,1992,16
Mexico,1993,18
Mexico,1994,19
Mexico,1995,19
Mexico,1996,22
Mexico,1997,24
Mexico,1998,24
Mexico,1999,24
Mexico,2000,24
Mexico,2001,24
Mexico,2002,24
Mexico,2003,24
Mexico,2004,24
Mexico,2005,24
Mexico,2006,25
Mexico,2007,25
Mexico,2008,25
Mexico,2009,25
Mexico,2010,25
Mexico,2011,25
Mexico,2012,25
Mexico,2013,25
Mongolia,2003,1
Mongolia,2004,1
Mongolia,2005,1
Mongolia,2006,1
Mongolia,2007,2
Mongolia,2008,2
Mongolia,2009,2
Mongolia,2010,2
Mongolia,2011,2
Mongolia,2012,2
Mongolia,2013,2
Montenegro,2007,1
Montenegro,2008,1
Montenegro,2009,1
Montenegro,2010,1
Montenegro,2011,1
Montenegro,2012,1
Montenegro,2013,1
Morocco,1996,1
Morocco,1997,1
Morocco,1998,1
Morocco,1999,1
Morocco,2000,1
Morocco,2001,1
Morocco,2002,1
Morocco,2003,1
Morocco,2004,1
Morocco,2005,1
Morocco,2006,1
Morocco,2007,1
Morocco,2008,1
Morocco,2009,1
Morocco,2010,1
Morocco,2011,1
Morocco,2012,1
Morocco,2013,1
Mozambique,1991,1
Mozambique,1992,1
Mozambique,1993,1
Mozambique,1994,1
Mozambique,1995,1
Mozambique,1996,1
Mozambique,1997,2
Mozambique,1998,2
Mozambique,1999,2
Mozambique,2000,2
Mozambique,2001,2
Mozambique,2002,2
Mozambique,2003,2
Mozambique,2004,2
Mozambique,2005,2
Mozambique,2006,2
Mozambique,2007,2
Mozambique,2008,2
Mozambique,2009,2
Mozambique,2010,2
Mozambique,2011,2
Mozambique,2012,2
Mozambique,2013,2
Myanmar,1994,1
Myanmar,1995,1
Myanmar,1996,2
Myanmar,1997,2
Myanmar,1998,2
Myanmar,1999,2
Myanmar,2000,3
Myanmar,2001,6
Myanmar,2002,7
Myanmar,2003,8
Myanmar,2004,9
Myanmar,2005,10
Myanmar,2006,11
Myanmar,2007,12
Myanmar,2008,13
Myanmar,2009,14
Myanmar,2010,16
Myanmar,2011,17
Myanmar,2012,18
Myanmar,2013,18
Nepal,2004,1
Nepal,2005,2
Nepal,2006,2
Nepal,2007,2
Nepal,2008,2
Nepal,2009,2
Nepal,2010,2
Nepal,2011,3
Nepal,2012,3
Nepal,2013,3
New Zealand,1985,1
New Zealand,1986,1
New Zealand,1987,1
New Zealand,1988,1
New Zealand,1989,1
New Zealand,1990,1
New Zealand,1991,1
New Zealand,1992,2
New Zealand,1993,3
New Zealand,1994,4
New Zealand,1995,5
New Zealand,1996,6
New Zealand,1997,7
New Zealand,1998,7
New Zealand,1999,7
New Zealand,2000,7
New Zealand,2001,8
New Zealand,2002,9
New Zealand,2003,9
New Zealand,2004,10
New Zealand,2005,10
New Zealand,2006,11
New Zealand,2007,12
New Zealand,2008,13
New Zealand,2009,14
New Zealand,2010,16
New Zealand,2011,17
New Zealand,2012,18
New Zealand,2013,20
Nicaragua,1991,1
Nicaragua,1992,1
Nicaragua,1993,1
Nicaragua,1994,1
Nicaragua,1995,1
Nicaragua,1996,1
Nicaragua,1997,1
Nicaragua,1998,1
Nicaragua,1999,1
Nicaragua,2000,1
Nicaragua,2001,1
Nicaragua,2002,1
Nicaragua,2003,1
Nicaragua,2004,1
Nicaragua,2005,1
Nicaragua,2006,1
Nicaragua,2007,1
Nicaragua,2008,1
Nicaragua,2009,1
Nicaragua,2010,1
Nicaragua,2011,1
Nicaragua,2012,1
Nicaragua,2013,1
Niger,1971,2
Niger,1972,4
Niger,1973,6
Niger,1974,10
Niger,1975,10
Niger,1976,12
Niger,1977,12
Niger,1978,12
Niger,1979,12
Niger,1980,16
Niger,1981,18
Niger,1982,20
Niger,1983,22
Niger,1984,24
Niger,1985,26
Niger,1986,28
Niger,1987,30
Niger,1988,32
Niger,1989,32
Niger,1990,34
Niger,1991,36
Niger,1992,36
Niger,1993,38
Niger,1994,40
Niger,1995,40
Niger,1996,40
Niger,1997,40
Niger,1998,40
Niger,1999,42
Niger,2000,46
Niger,2001,46
Niger,2002,48
Niger,2003,48
Niger,2004,50
Niger,2005,50
Niger,2006,50
Niger,2007,50
Niger,2008,52
Niger,2009,52
Niger,2010,54
Niger,2011,56
Niger,2012,56
Niger,2013,56
Nigeria,1971,2
Nigeria,1972,4
Nigeria,1973,6
Nigeria,1974,10
Nigeria,1975,10
Nigeria,1976,12
Nigeria,1977,12
Nigeria,1978,12
Nigeria,1979,12
Nigeria,1980,16
Nigeria,1981,18
Nigeria,1982,20
Nigeria,1983,22
Nigeria,1984,24
Nigeria,1985,26
Nigeria,1986,28
Nigeria,1987,30
Nigeria,1988,32
Nigeria,1989,32
Nigeria,1990,34
Nigeria,1991,36
Nigeria,1992,36
Nigeria,1993,38
Nigeria,1994,40
Nigeria,1995,40
Nigeria,1996,40
Nigeria,1997,40
Nigeria,1998,40
Nigeria,1999,42
Nigeria,2000,46
Nigeria,2001,46
Nigeria,2002,48
Nigeria,2003,48
Nigeria,2004,50
Nigeria,2005,50
Nigeria,2006,50
Nigeria,2007,50
Nigeria,2008,52
Nigeria,2009,52
Nigeria,2010,54
Nigeria,2011,56
Nigeria,2012,56
Nigeria,2013,56
Norway,1981,1
Norway,1982,1
Norway,1983,1
Norway,1984,1
Norway,1985,1
Norway,1986,1
Norway,1987,1
Norway,1988,1
Norway,1989,1
Norway,1990,1
Norway,1991,1
Norway,1992,1
Norway,1993,1
Norway,1994,1
Norway,1995,1
Norway,1996,1
Norway,1997,1
Norway,1998,1
Norway,1999,1
Norway,2000,1
Norway,2001,2
Norway,2002,2
Norway,2003,3
Norway,2004,3
Norway,2005,3
Norway,2006,3
Norway,2007,3
Norway,2008,3
Norway,2009,3
Norway,2010,3
Norway,2011,3
Norway,2012,3
Norway,2013,3
Oman,2004,1
Oman,2005,1
Oman,2006,1
Oman,2007,1
Oman,2008,1
Oman,2009,1
Oman,2010,1
Oman,2011,1
Oman,2012,1
Oman,2013,1
Pakistan,1988,1
Pakistan,1989,1
Pakistan,1990,1
Pakistan,1991,1
Pakistan,1992,1
Pakistan,1993,1
Pakistan,1994,1
Pakistan,1995,1
Pakistan,1996,1
Pakistan,1997,1
Pakistan,1998,1
Pakistan,1999,1
Pakistan,2000,1
Pakistan,2001,1
Pakistan,2002,1
Pakistan,2003,1
Pakistan,2004,1
Pakistan,2005,1
Pakistan,2006,1
Pakistan,2007,1
Pakistan,2008,1
Pakistan,2009,2
Pakistan,2010,3
Pakistan,2011,4
Pakistan,2012,5
Pakistan,2013,6
Panama,1968,1
Panama,1969,1
Panama,1970,1
Panama,1971,1
Panama,1972,1
Panama,1973,1
Panama,1974,2
Panama,1975,2
Panama,1976,2
Panama,1977,2
Panama,1978,2
Panama,1979,2
Panama,1980,2
Panama,1981,2
Panama,1982,2
Panama,1983,2
Panama,1984,2
Panama,1985,2
Panama,1986,2
Panama,1987,2
Panama,1988,2
Panama,1989,2
Panama,1990,2
Panama,1991,2
Panama,1992,2
Panama,1993,2
Panama,1994,2
Panama,1995,2
Panama,1996,2
Panama,1997,2
Panama,1998,2
Panama,1999,2
Panama,2000,2
Panama,2001,2
Panama,2002,2
Panama,2003,2
Panama,2004,2
Panama,2005,2
Panama,2006,2
Panama,2007,2
Panama,2008,2
Panama,2009,2
Panama,2010,2
Panama,2011,2
Panama,2012,2
Panama,2013,3
Papua New Guinea,1976,1
Papua New Guinea,1977,2
Papua New Guinea,1978,2
Papua New Guinea,1979,2
Papua New Guinea,1980,2
Papua New Guinea,1981,2
Papua New Guinea,1982,2
Papua New Guinea,1983,2
Papua New Guinea,1984,2
Papua New Guinea,1985,2
Papua New Guinea,1986,2
Papua New Guinea,1987,2
Papua New Guinea,1988,2
Papua New Guinea,1989,2
Papua New Guinea,1990,2
Papua New Guinea,1991,2
Papua New Guinea,1992,2
Papua New Guinea,1993,2
Papua New Guinea,1994,2
Papua New Guinea,1995,3
Papua New Guinea,1996,3
Papua New Guinea,1997,3
Papua New Guinea,1998,3
Papua New Guinea,1999,3
Papua New Guinea,2000,3
Papua New Guinea,2001,3
Papua New Guinea,2002,3
Papua New Guinea,2003,3
Papua New Guinea,2004,3
Papua New Guinea,2005,3
Papua New Guinea,2006,3
Papua New Guinea,2007,3
Papua New Guinea,2008,3
Papua New Guinea,2009,3
Papua New Guinea,2010,3
Papua New Guinea,2011,3
Papua New Guinea,2012,3
Papua New Guinea,2013,3
Paraguay,1987,1
Paraguay,1988,1
Paraguay,1989,1
Paraguay,1990,1
Paraguay,1991,1
Paraguay,1992,1
Paraguay,1993,1
Paraguay,1994,1
Paraguay,1995,1
Paraguay,1996,1
Paraguay,1997,2
Paraguay,1998,2
Paraguay,1999,2
Paraguay,2000,2
Paraguay,2001,2
Paraguay,2002,2
Paraguay,2003,2
Paraguay,2004,2
Paraguay,2005,2
Paraguay,2006,2
Paraguay,2007,2
Paraguay,2008,2
Paraguay,2009,2
Paraguay,2010,2
Paraguay,2011,2
Paraguay,2012,2
Paraguay,2013,2
Philippines,1967,2
Philippines,1968,4
Philippines,1969,5
Philippines,1970,6
Philippines,1971,6
Philippines,1972,6
Philippines,1973,7
Philippines,1974,7
Philippines,1975,7
Philippines,1976,7
Philippines,1977,9
Philippines,1978,10
Philippines,1979,11
Philippines,1980,11
Philippines,1981,12
Philippines,1982,13
Philippines,1983,14
Philippines,1984,15
Philippines,1985,16
Philippines,1986,18
Philippines,1987,20
Philippines,1988,21
Philippines,1989,22
Philippines,1990,25
Philippines,1991,29
Philippines,1992,29
Philippines,1993,29
Philippines,1994,29
Philippines,1995,29
Philippines,1996,29
Philippines,1997,29
Philippines,1998,29
Philippines,1999,29
Philippines,2000,29
Philippines,2001,29
Philippines,2002,31
Philippines,2003,31
Philippines,2004,31
Philippines,2005,31
Philippines,2006,31
Philippines,2007,32
Philippines,2008,33
Philippines,2009,34
Philippines,2010,36
Philippines,2011,37
Philippines,2012,38
Philippines,2013,39
Poland,1966,1
Poland,1967,2
Poland,1968,4
Poland,1969,6
Poland,1970,11
Poland,1971,12
Poland,1972,14
Poland,1973,17
Poland,1974,19
Poland,1975,21
Poland,1976,22
Poland,1977,22
Poland,1978,24
Poland,1979,25
Poland,1980,25
Poland,1981,27
Poland,1982,28
Poland,1983,28
Poland,1984,29
Poland,1985,30
Poland,1986,32
Poland,1987,33
Poland,1988,34
Poland,1989,35
Poland,1990,37
Poland,1991,38
Poland,1992,40
Poland,1993,41
Poland,1994,42
Poland,1995,43
Poland,1996,45
Poland,1997,47
Poland,1998,47
Poland,1999,50
Poland,2000,52
Poland,2001,54
Poland,2002,56
Poland,2003,58
Poland,2004,59
Poland,2005,59
Poland,2006,59
Poland,2007,59
Poland,2008,59
Poland,2009,59
Poland,2010,60
Poland,2011,60
Poland,2012,60
Poland,2013,60
Portugal,1968,1
Portugal,1969,1
Portugal,1970,1
Portugal,1971,1
Portugal,1972,1
Portugal,1973,1
Portugal,1974,1
Portugal,1975,1
Portugal,1976,1
Portugal,1977,1
Portugal,1978,1
Portugal,1979,1
Portugal,1980,1
Portugal,1981,1
Portugal,1982,1
Portugal,1983,1
Portugal,1984,1
Portugal,1985,1
Portugal,1986,1
Portugal,1987,1
